3929	.7	337.3461	3929	-9
16231	-.7	229.627	16231	-9
60787	4.2	670.8408	60787	-9
2650	.4	546.576	2650	-9
1546	.8	285.687	1546	-9
5005	1.2	438.5161	5005	-9
5039	.3	314.4038	5039	-9
5372	2.7	804.0182	5372	-9
4609		397.2917	4609	-9
5040	6	914.1719	5040	-9
5645	4.9	392.572	5645	-9
147912	4.6	700.7774	147912	-9
152945	5.4	528.5297	152945	-9
3222	-.1	376.4467	3222	-9
4599	10	495.7348	4599	-9
853	2.4	776.87	853	-9
5064	-1.8	244.2047	5064	-9
838	-1.4	183.2044	838	-9
72054	4.6	426.55	72054	-9
2806	3.8	321.8217	2806	-9
48175	3.7	484.9604	48175	-9
60865	1.5	337.4122	60865	-9
3890	4.3	432.5928	3890	-9
2173	-.5	348.3968	2173	-9
2617	.3	453.4992	2617	-9
508230	1.3	252.2201	508230	-9
60696	5	529.7742	60696	-9
62924	3.2	444.5076	62924	-9
3937	-2.9	405.4879	3937	-9
3384	2	376.4617	3384	-9
6398525		1571.915	6398525	-9
453	-3.1	182.1718	453	-9
4920	3.9	314.4617	4920	-9
5352	3.4	356.4106	5352	-9
5525	2	430.5372	5525	-9
5650	4.4	435.5188	5650	-9
4159	1.9	374.4706	4159	-9
5530	1.5	133.1903	5530	-9
5496	-6.2	467.5145	5496	-9
3086258	3.4	582.6893	3086258	-9
5544	1.2	394.4339	5544	-9
54841	3.7	255.3547	54841	-9
197712	3.8	378.4211	197712	-9
2631	-.7	454.4576	2631	-9
5721	-3.2	332.3098	5721	-9
5478	1.8	316.4196	5478	-9
4856	3.1	331.3464	4856	-9
4475485	1.8	483.5535	4475485	-9
24011		111.025	24011	-9
148211	2.8	296.4066	148211	-9
54808	3.9	466.9518	54808	-9
3914	2.4	291.3853	3914	-9
3404	2.6	318.3347	3404	-9
12536	2.7	416.5073	12536	-9
27686	1.9	468.3665	27686	-9
1302	3.3	230.2592	1302	-9
3750	3	586.678	3750	-9
4419	.2	357.4434	4419	-9
5466	2.7	375.548	5466	-9
298	1.1	323.1294	298	-9
2725	3.4	274.7885	2725	-9
5651	-2.6	1449.254	5651	-9
3379	2.5	434.4977	3379	-9
3143	1.6	807.8792	3143	-9
4666	2.5	853.9061	4666	-9
3780	1.3	236.1363	3780	-9
1117	-1.5	96.0626	1117	-9
3706	2.8	613.7895	3706	-9
72938	-.7	389.3809	72938	-9
4739	-2.1	268.2691	4739	-9
8953		84.00661	8953	-9
5311082	-1.6	814.9313	5311082	-9
3249	7.4	396.6483	3249	-9
5311048	-.3	114.9619	5311048	-9
3085017		149.6186	3085017	-9
4873		74.5513	4873	-9
4200	0	457.4764	4200	-9
4900	1.5	358.4281	4900	-9
3962	4.3	404.5396	3962	-9
32797	2.5	410.9067	32797	-9
444033	5.3	540.6876	444033	-9
5076	6	720.9442	5076	-9
3823	4.3	531.4309	3823	-9
2550	.3	217.2853	2550	-9
6918453		678.4839	6918453	-9
176168		475.8529	176168	-9
60147	2.7	408.5117	60147	-9
4425	2.1	327.3743	4425	-9
87177	-4.8	342.2965	87177	-9
3734	-2.4	777.0853	3734	-9
60184	.9	368.4678	60184	-9
24486		219.0757	24486	-9
4674	-6.9	235.0695	4674	-9
581	.4	163.1949	581	-9
443871	4.3	317.4226	443871	-9
1206	2.1	149.2328	1206	-9
91270	1.2	498.5681	91270	-9
2622	-.1	480.5611	2622	-9
214	3.2	354.481	214	-9
5412	-1.3	444.4346	5412	-9
3461	-1.5	263.1982	3461	-9
4812	10.9	450.6957	4812	-9
4603	1.1	312.4045	4603	-9
131536	1.8	585.6068	131536	-9
450	4	272.382	450	-9
59708	-.3	170.209	59708	-9
2250	5	558.6398	2250	-9
3640	1.6	362.4599	3640	-9
6435110		1736.159	6435110	-9
3325	-.6	337.4454	3325	-9
1690	1.3	544.5272	1690	-9
5647	-.5	324.3357	5647	-9
28112		37.9543	28112	-9
54374	1	1019.239	54374	-9
5203	4.8	306.2296	5203	-9
4819	1.1	208.2569	4819	-9
2283	-4.1	1422.693	2283	-9
5376	7.1	371.5146	5376	-9
861	1.7	650.9735	861	-9
3062	1.3	780.9385	3062	-9
2637	.6	426.4442	2637	-9
13342	3.7	810.9741	13342	-9
40976	3.3	324.4565	40976	-9
2142	-7.9	585.6025	2142	-9
2658	.5	423.3773	2658	-9
2676	3.6	459.5503	2676	-9
4645	-.9	460.434	4645	-9
4547	5.2	452.5858	4547	-9
2215	2.3	267.3224	2215	-9
1134	-1.2	242.2286	1134	-9
5473385	-1	167.1917	5473385	-9
154059	4	362.4648	154059	-9
2177	2.9	505.6269	2177	-9
3255	2.7	733.9268	3255	-9
2171	-2	365.4042	2171	-9
5297	-8	581.574	5297	-9
3008	3.4	271.3972	3008	-9
156419	6.1	357.412	156419	-9
2800	7.2	405.9596	2800	-9
6398970	0	395.4135	6398970	-9
56339	.6	362.2739	56339	-9
5726	0	267.2413	5726	-9
3279	-.1	204.3098	3279	-9
5486	1.4	440.5966	5486	-9
5512	5.6	325.4876	5512	-9
2891		1356.373	2891	-9
5038	1.4	416.5106	5038	-9
1071	5.7	286.4516	1071	-9
4635	1.2	315.3636	4635	-9
5381226	4	822.9402	5381226	-9
5311297	7.3	474.0567	5311297	-9
2951	2.7	313.2451	2951	-9
5514	-.8	339.362	5514	-9
3310	.6	588.5566	3310	-9
5267	2.9	416.5735	5267	-9
2476	5	467.6401	2476	-9
2909	7.5	1202.611	2909	-9
60612	3.1	200.2795	60612	-9
5353980	2.3	398.3925	5353980	-9
3002190	4.2	812.0037	3002190	-9
3040	3.6	469.3185	3040	-9
2646	-1.4	389.4256	2646	-9
3066	2.4	583.6774	3066	-9
3075	3.1	415.5258	3075	-9
2487	3.8	327.4604	2487	-9
4513	1.6	331.4574	4513	-9
2269	4	748.9845	2269	-9
2308	2.2	408.9156	2308	-9
4745	4.2	314.4881	4745	-9
1971	.9	286.3323	1971	-9
4536	3	298.4193	4536	-9
504578	-7.2	597.6563	504578	-9
54786	4.5	390.5131	54786	-9
158	2.8	352.4651	158	-9
5195	2.8	187.2808	5195	-9
1065	2.9	324.4167	1065	-9
2524	5.1	416.6365	2524	-9
4509	-.5	238.157	4509	-9
4138	-1.9	211.2145	4138	-9
60854	4	412.9356	60854	-9
596	-2.1	243.2166	596	-9
85	-.8	162.2068	85	-9
2512	3.4	451.6043	2512	-9
2978	7	314.4617	2978	-9
3405	-1.1	441.3975	3405	-9
83786	-.7	136.1115	83786	-9
2666	.6	347.3889	2666	-9
3419	6.9	562.6545	3419	-9
159	2.9	352.4651	159	-9
3043	-1.2	236.2273	3043	-9
ACAMPROSATE	-1.2	181.2101	71158	-9
ACARBOSE	-8.5	645.6048	41774	-9
ACEBUTOLOL	1.7	336.4259	1978	1
ACETAMINOPHEN	.5	151.1626	1983	1
ACETAZOLAMIDE	-.3	222.2454	1986	1
ACYCLOVIR	-1.6	225.2046	2022	-9
ADAPALENE	7.7	412.5201	60164	-9
ALBUTEROL	.3	239.3107	2083	-9
ALENDRONIC_ACID	-6.5	249.096	2088	-9
ALFENTANIL	2.2	416.5172	51263	1
ALFUZOSIN	1.7	389.4488	2092	-9
ALISKIREN	3.5	551.7583	5493444	-9
ALMOTRIPTAN	1.6	335.4643	123606	-9
ALOSETRON	1.6	294.351	2099	-9
ALPRAZOLAM	2.1	308.7649	2118	1
AMANTADINE	2.4	151.2487	2130	1
AMIFOSTINE	-4.5	214.223	2141	0
AMINOCAPROIC_ACID	-3	131.1729	564	-9
AMINOPHYLLINE		420.4264	9433	0
AMIODARONE	7.6	646.3195	2156	0
AMITRIPTYLINE	5	277.4033	2160	1
AMLODIPINE	3	408.8759	2162	-9
AMOXAPINE	2.6	313.7814	2170	1
ANAGRELIDE	1.6	256.0881	2182	-9
ANASTROZOLE	2.1	293.3663	2187	-9
ARIPIPRAZOLE	4.6	448.3854	60795	1
ARSENIC_TRIOXIDE		197.8414	14888	-9
ASA_SUPPOSITORIES_150MG	1.2	180.1574	2244	-9
ATAZANAVIR	5.6	704.8555	148192	-9
ATENOLOL	.2	266.3361	2249	0
ATOVAQUONE	5.2	366.8375	74989	0
ATRACURIUM_BESYLATE_INJECTION		1243.479	47320	-9
AZATHIOPRINE	.1	277.2626	2265	-9
AZELAIC_ACID	1.6	188.2209	2266	-9
AZELASTINE	4.4	381.8985	2267	-9
BACLOFEN	-1	213.6608	2284	-9
BALSALAZIDE_DISODIUM	1.2	357.3175	5362070	-9
BETAXOLOL	2.8	307.4278	2369	-9
BETHANECHOL	0	161.2221	2370	0
BEXAROTENE	7.6	348.4779	82146	-9
BICALUTAMIDE	2.3	430.3734	2375	-9
BIMATOPROST	2.8	415.5656	5311027	-9
BISOPROLOL	1.9	325.4431	2405	-9
BORTEZOMIB		384.2372	93860	-9
BOSENTAN	3.8	551.6141	104865	-9
BRIMONIDINE	.6	292.1346	2435	-9
BRINZOLAMIDE	-.3	383.5072	68844	-9
BUMETANIDE	2.8	364.4161	2471	-9
BUPIVACAINE	3.4	288.4277	2474	-9
BUPROPION	3.2	239.7411	444	1
BUSPIRONE	2.6	385.5031	2477	1
BUSULFAN	-.5	246.3018	2478	1
CAFFEINE	-.1	194.1906	2519	1
CALCIUM		40.078	271	-9
CANDESARTAN	4.1	440.454	2541	-9
CAPECITABINE	.6	359.3501	60953	-9
CARBAMAZEPINE	2.5	236.2686	2554	1
CARBOPLATIN		373.2704	38904	-9
CARISOPRODOL	1.9	260.33	2576	-9
CARMUSTINE	1.5	214.0499	2578	-9
CARVEDILOL	4.2	406.4742	2585	-9
CEFADROXIL_ANHYDROUS	-2.1	363.3883	2610	-9
CELECOXIB	3.4	381.3722	2662	-9
CETIRIZINE	1.7	388.8878	2678	0
CHLORAMBUCIL	1.7	304.2122	2708	0
CHLORDIAZEPOXIDE	2.4	299.7549	2712	1
CHLOROQUINE	4.6	319.8721	2719	1
CHLOROTHIAZIDE	-.2	295.7232	2720	0
CHLORPROMAZINE	5.2	318.8642	2726	1
CHLORPROPAMIDE	2.3	276.7398	2727	0
CHLORTHALIDONE	.9	338.7661	2732	0
CHLORZOXAZONE	1.8	169.5652	2733	1
CICLOPIROX	2	207.2689	2749	-9
CIMETIDINE	.4	252.3392	2756	0
CIPROFLOXACIN	-1.1	331.3415	2764	0
CITALOPRAM	3.2	324.3919	2771	1
CLOFARABINE	.9	303.6774	119182	-9
CLOMIPRAMINE	5.2	314.8523	2801	1
CLONAZEPAM	2.4	315.7112	2802	1
CLONIDINE	1.6	230.0939	2803	1
CLOTRIMAZOLE	5	344.8368	2812	0
CLOZAPINE	3.2	326.8233	2818	1
COLESEVELAM		618.2489	160051	-9
CO_ZOPICLONE	.5	388.8083	5735	-9
CYCLOBENZAPRINE	5.2	275.3875	2895	1
CYCLOPHOSPHAMIDE	.6	261.086	2907	-9
DACTINOMYCIN	3.8	1255.417	2019	0
DAPSONE	1	248.3009	2955	0
DARUNAVIR	2.9	547.6636	213039	-9
DASATINIB	3.6	488.0056	3062316	-9
DEFERASIROX	3.8	373.3615	5493381	-9
DEFEROXAMINE	-2.1	560.684	2973	-9
DESFLURANE	2.6	168.0378	42113	1
DESLORATADINE	4.5	310.8206	124087	-9
DESMOPRESSIN	-4	1069.217	27991	-9
DESVENLAFAXINE	2.6	263.3752	125017	-9
DEXTROSE	-2.6	180.1559	206	-9
DIAZEPAM	3	284.7402	3016	1
DICLOFENAC	5	295.1407	3032	-9
DICYCLOMINE	5.5	309.4867	3042	0
DIFLUNISAL	4.4	250.1976	3059	-9
DIPYRIDAMOLE	.7	504.6256	3108	0
DISOPYRAMIDE	3.2	339.4745	3114	-9
DISULFIRAM	3.9	296.5392	3117	1
DOBUTAMINE	3.4	301.3801	36811	-9
DOCOSANOL	10.5	326.6	12620	-9
DOFETILIDE	1.8	441.5648	71329	-9
DOLASETRON	3.4	324.3737	3148	-9
DONEPEZIL	4.3	379.492	3152	1
DOXAZOSIN	2.5	451.4751	3157	-9
DOXYCYCLINE_ANHYDROUS	0	444.4346	3161	-9
DROPERIDOL	3.5	379.4274	3168	1
ECONAZOLE	5.3	381.6835	3198	0
ELETRIPTAN	4.1	382.519	77993	-9
EMTRICITABINE	-.6	247.2467	60877	-9
ENOXAPARIN	-10.8	1134.928	772	-9
ENTECAVIR	-.8	277.2792	153941	-9
ERLOTINIB	3.3	393.4357	176870	-9
ERTAPENEM	-1.5	475.5148	150610	-9
ESTAZOLAM	1.7	294.7383	3261	1
ETHOSUXIMIDE	.4	141.1677	3291	1
ETIDRONIC_ACID	-3.7	206.0282	3305	-9
ETODOLAC	2.8	287.3535	3308	-9
ETOMIDATE	3	244.289	36339	1
EXEMESTANE	3.1	296.4034	60198	-9
EZETIMIBE	4	409.4252	150311	-9
FAMCICLOVIR	0	321.3318	3324	1
FELODIPINE	3.9	384.2538	3333	0
FENOFIBRATE	5.2	360.8313	3339	-9
FENTANYL	4	336.4705	3345	1
FEXOFENADINE	3	501.6564	3348	0
FLECAINIDE	3.8	415.3506	3355	-9
FLUCONAZOLE	.4	306.2708	3365	1
FLUMAZENIL	1	303.2884	3373	1
FLUOROURACIL	-.9	130.0772	3385	0
FLUOXETINE	4	309.3261	3386	1
FLUPHENAZINE	4.4	437.5215	3372	1
FLURAZEPAM	3	387.8782	3393	1
FLURBIPROFEN	4.2	244.2609	3394	-9
FLUTAMIDE	3.3	276.2119	3397	-9
FONDAPARINUX	-14.7	1508.263	163742	-9
FORMOTEROL_FUMARATE	1.8	344.4048	3410	-9
FOSAPREPITANT_DIMEGLUMINE	4.2	534.4266	151165	-9
FOSCARNET	-1.3	122.9815	3414	-9
FROVATRIPTAN	1.2	243.3043	77992	-9
FULVESTRANT	9.2	606.7708	104741	-9
FUROSEMIDE	2	330.7441	3440	0
GABAPENTIN	-1.1	171.2368	3446	1
GADOVERSETAMIDE		661.7615	444013	-9
GAMASTAN_S/D	-3.2	103.1198	119	-9
GANCICLOVIR	-1.7	255.2306	3454	0
GATIFLOXACIN	-.7	375.3941	5379	-9
GEFITINIB	4.1	446.9024	123631	-9
GEMFIBROZIL	3.8	250.3334	3463	-9
GENTAMICIN	-4.1	477.5954	3467	0
GLATIRAMER_ACETATE		623.6505	3081884	-9
GLIMEPIRIDE	3.9	490.6156	3476	-9
GLIPIZIDE	1.9	445.5352	3478	-9
GLYBURIDE	4.8	494.0035	3488	1
GLYCOPYRROLATE	3.1	318.4305	3494	0
GOSERELIN	-1.5	1269.41	47725	-9
GRANISETRON_HYDROCHLORIDE	2.8	312.4094	3510	-9
GUAIFENESIN	1.4	198.2158	3516	-9
HALOPERIDOL	3.2	375.8642	3559	1
HEPSERA	1.8	501.4706	60871	-9
HYDRALAZINE	.7	160.1759	3637	0
HYDROCHLOROTHIAZIDE	-.1	297.7391	3639	0
HYDROXYCHLOROQUINE	3.6	335.8716	3652	-9
HYDROXYUREA	-1.8	76.05466	3657	-9
HYDROXYZINE	3.7	374.9043	3658	1
IBANDRONIC_ACID	-4.1	319.2289	60852	-9
IBUPROFEN	3.5	206.2808	3672	0
IFOSFAMIDE	.9	261.086	3690	-9
ILOPROST	2.8	360.4871	5311181	-9
IMATINIB	3.5	493.6028	5291	-9
IMIPRAMINE	4.8	280.4073	3696	1
IMIQUIMOD	2.6	240.3036	57469	-9
INDAPAMIDE	2.9	365.8345	3702	-9
INDOMETHACIN	4.3	357.7876	3715	0
IOHEXOL	-3	821.1379	3730	-9
IOPROMIDE	-2.1	791.1119	3736	-9
IOVERSOL	-3	807.1113	3741	-9
IPRATROPIUM_BROMIDE	2.6	332.4571	3746	-9
IRBESARTAN	4.1	428.5294	3749	-9
ISOFLURANE	2.1	184.4924	3763	1
ISONIAZID	-.7	137.1393	3767	0
ISOSORBIDE_MONONITRATE	-.4	191.1388	27661	-9
ISRADIPINE	4.3	371.3871	3784	-9
ITRACONAZOLE	5.7	705.6334	3793	0
KETAMINE	2.2	237.7252	3821	1
KETOPROFEN	3.1	254.2806	3825	1
KETOROLAC	1.9	255.2686	3826	0
KETOTIFEN	3.2	309.4253	3827	-9
LABETALOL	3.1	328.4055	3869	0
LAMOTRIGINE	1.4	256.0914	3878	1
LANSOPRAZOLE	2.8	369.3615	3883	-9
LEFLUNOMIDE	2.5	270.2073	3899	-9
LENALIDOMIDE	-.5	259.2606	216326	-9
LETROZOLE	2.7	285.3027	3902	-9
LEUCOVORIN	-1.2	473.4393	143	-9
LEUPROLIDE	.7	1209.398	3911	-9
LIDOCAINE	2.3	234.3373	3676	1
LOPERAMIDE	5	478.0455	3954	0
LORATADINE	5.2	382.8832	3957	1
LORAZEPAM	2.4	321.1581	3958	1
LOSARTAN	4.3	422.9106	3961	0
LOXAPINE	3.1	327.808	3964	1
MECLIZINE	5.8	390.9483	4034	-9
MEDROXYPROGESTERONE	3.5	344.4877	10631	-9
MEFENAMIC_ACID	5.1	241.2851	4044	0
MEGESTROL	2.6	342.4718	19090	-9
MEMANTINE	3.3	179.3018	4054	1
MEPERIDINE	2.5	247.3327	4058	-9
MEPROBAMATE	.7	218.2502	4064	1
MERCAPTOPURINE	0	152.1771	667490	-9
MESALAMINE	1.3	153.1354	4075	-9
MESNA	-.6	142.1972	598	0
METFORMIN	-1.3	129.1636	4091	-9
METHADONE	3.9	309.4452	4095	1
METHIMAZOLE	-.3	114.1688	1349907	-9
METHOCARBAMOL	.6	241.2405	4107	1
METHOTREXATE_SODIUM	-1.8	454.4393	4112	-9
METHYLPHENIDATE	.2	233.3062	4158	1
METOCLOPRAMIDE	2.6	299.7964	4168	-9
METOLAZONE	4.1	365.8345	4170	-9
METOPROLOL	1.9	267.3639	4171	1
METRONIDAZOLE	0	171.154	4173	1
MEXILETINE	2.1	179.2588	4178	1
MICONAZOLE	5.3	416.1286	4189	1
MIDAZOLAM	2.5	325.7673	4192	1
MIDODRINE	-.6	254.2823	4195	-9
MIGLUSTAT	-.6	219.278	51634	-9
MINOXIDIL	1.2	209.2483	4201	-9
MIRTAZAPINE	3.3	265.3529	4205	1
MITOMYCIN	-.4	334.3272	5746	0
MITOTANE	6.2	320.0412	4211	-9
MITOXANTRONE	1	444.4809	4212	-9
MIXED_SALTS_OF_A_SINGLE-ENTITY_AMPHETAMINE_PRODUCT	1.8	135.2062	3007	-9
MODAFINIL	1.7	273.3501	4236	1
MOGADON_TAB_10MG	2.2	281.2661	4506	-9
NABUMETONE	3.1	228.2863	4409	-9
NARATRIPTAN	2	335.4643	4440	-9
NEFAZODONE	4.3	470.0069	4449	1
NEVIRAPINE	2	266.2979	4463	1
NIACIN	.9	122.1015	937	-9
NICARDIPINE	3.8	480.5329	4473	0
NICOTINE_POLACRILEX	1.2	162.2316	942	-9
NIFEDIPINE	2.2	346.3346	4485	0
NIMODIPINE	3.1	418.4403	4497	-9
NISOLDIPINE	3.3	388.4144	4499	-9
NITRIC_OXIDE	.2	30.0061	145068	-9
NITROGLYCERIN	1.6	227.0865	4510	-9
NORFLOXACIN	-1	319.3308	4539	0
NORTRIPTYLINE	4.5	263.3767	4543	1
OFLOXACIN	-.4	361.3675	4583	1
OLANZAPINE	2.8	312.4325	4585	1
OLMESARTAN_MEDOXOMIL	3.8	558.5851	130881	-9
OMEPRAZOLE	2.2	345.416	4594	0
ONDANSETRON	2.3	293.3629	4595	1
ORPHENADRINE	3.8	269.3813	4601	1
OXANDROLONE	3.7	306.4397	5878	0
OXAPROZIN	4.2	293.3166	4614	0
OXAZEPAM	2.2	286.713	4616	1
OXCARBAZEPINE	1.7	252.268	34312	1
OXYBUTYNIN	4.2	357.4865	4634	-9
PALIPERIDONE	2.2	426.4839	115237	-9
PANTOPRAZOLE	2.4	383.3698	4679	-9
PARICALCITOL	5	416.6365	5281104	-9
PEMETREXED	.2	427.4106	60843	-9
PEMOLINE	.9	176.172	4723	1
PENICILLIN	1.8	334.3901	2349	0
PENTOXIFYLLINE	.3	278.307	4740	-9
PERPHENAZINE	4.2	403.9686	4748	1
PHENELZINE	1.2	136.1943	3675	1
PHENTERMINE	1.9	149.2328	4771	-9
PHENYTOIN	2.5	252.268	1775	1
PINDOLOL	1.8	248.3208	4828	1
PIOGLITAZONE	3.8	356.4387	4829	-9
PIRBUTEROL	-.1	240.2988	4845	0
PRAZOSIN	2	383.4012	4893	-9
PRIMIDONE	.9	218.2518	4909	1
PROBENECID	3.2	285.3593	4911	0
PROCHLORPERAZINE	4.9	373.9427	4917	1
PROMETHAZINE	4.8	284.4191	4927	1
PROPAFENONE	3.3	341.444	4932	0
PROPOFOL	3.8	178.2707	4943	1
PROPRANOLOL	3	259.3434	4946	0
PROPYLTHIOURACIL	.8	170.2321	657298	-9
PYRAZINAMIDE	-.6	123.1127	1046	1
PYRIDOSTIGMINE	.7	181.2117	4991	-9
PYRIMETHAMINE	2.7	248.7114	4993	1
QUAZEPAM	4	386.7943	4999	1
QUETIAPINE	2.1	383.5071	5002	1
RABEPRAZOLE	1.9	359.4426	5029	-9
RALOXIFENE	6.1	473.5833	5035	-9
RANOLAZINE	2.7	427.5365	56959	-9
RIFAXIMIN	6.9	785.8785	6436173	0
RILUZOLE	3.6	234.1983	5070	1
RISEDRONIC_ACID	-3.1	283.1123	5245	-9
RISPERIDONE	2.7	410.4845	5073	1
RIZATRIPTAN	1.7	269.3448	5078	-9
ROFECOXIB	2.3	314.3557	5090	-9
ROPINIROLE	2.7	260.3746	5095	1
ROSIGLITAZONE	3.1	357.4268	77999	-9
SALMETEROL	3.9	415.5656	5152	-9
SEVOFLURANE	2.8	200.0548	5206	1
SIBUTRAMINE	5.4	279.8481	5210	1
SILDENAFIL	1.5	474.5764	5212	-9
SIMVASTATIN	4.7	418.5662	54454	1
SINTROM	2.5	353.3255	9052	-9
SORAFENIB	4.1	464.825	216239	-9
SOTALOL	.2	272.3638	5253	1
SUFENTANIL	4	386.5508	41693	1
SULFADIAZINE	-.1	250.277	5215	1
SUMATRIPTAN	.9	295.4005	5358	-9
SUNITINIB	2.6	398.4738	5329102	-9
TADALAFIL	2.3	389.404	110635	-9
TAZAROTENE	4.9	351.4619	5381	-9
TEGASEROD	1.3	301.3867	5487301	-9
TELMISARTAN	6.9	514.6169	65999	-9
TEMAZEPAM	2.2	300.7396	5391	1
TEMOZOLOMIDE	-1.1	194.1508	5394	-9
TERAZOSIN	1.4	387.4329	5401	-9
THALIDOMIDE	.3	258.2295	5426	1
THEOPHYLLINE	0	180.164	2153	0
THIOTEPA	.5	189.2183	5453	1
TICLOPIDINE	3.6	263.7857	5472	-9
TIGECYCLINE	-.2	585.6487	5282044	-9
TIOCONAZOLE	5.3	387.7112	5482	-9
TIPRANAVIR	6.7	602.6643	65027	-9
TIZANIDINE	1.1	253.7113	5487	-9
TOLBUTAMIDE	2.3	270.3479	5505	0
TOLCAPONE	3.3	273.2408	4659569	0
TORSEMIDE	2.7	348.42	41781	-9
TRAVOPROST	4.1	500.5477	5282226	-9
TRAZODONE	2.8	371.8639	5533	1
TRIAZOLAM	2.4	343.21	5556	1
TRIHEXYPHENIDYL	4.5	301.4662	5572	1
TRIMETHOPRIM	.9	290.3177	5578	1
TRIMIPRAMINE	5.8	294.4338	5584	1
TROPICAMIDE	1.5	284.3529	5593	-9
TROSEC	4.4	392.5106	5596	-9
VALDECOXIB	2.6	314.3589	119607	-9
VALGANCICLOVIR	-.6	354.3617	64147	-9
VALPROIC_ACID	2.8	144.2114	3121	-9
VARDENAFIL	2.5	488.603	110634	-9
VARENICLINE	.8	211.2624	170361	-9
VENLAFAXINE	2.9	277.4018	5656	1
VERAPAMIL	3.8	454.6016	2520	0
VERTEPORFIN	4.9	718.7942	5362420	-9
VINCRISTINE	2.8	824.9576	5978	1
VIREAD	1.6	519.4427	5481350	-9
VISIPAQUE	-3.4	1550.182	3724	-9
VORICONAZOLE	1.5	349.3105	71616	-9
WARFARIN	2.7	308.3279	6691	0
ZAFIRLUKAST	5.5	575.6752	5717	-9
ZALEPLON	1	305.3339	5719	1
ZOLEDRONIC_ACID	-4.3	272.0896	68740	-9
ZOLPIDEM	2.5	307.3895	5732	1
ZONISAMIDE	.2	212.2257	5734	1
