Gene WB ID	Gene Public Name	RNAi Phen. Obs. IDs (merged)	RNAi Phen. Obs. Info (merged)	Sequence Name (CDS)	Sequence Name (Gene)
WBGene00000039	acn-1	WBPhenotype:0000031 | WBPhenotype:0000054 | WBPhenotype:0000059 | WBPhenotype:0000070 | WBPhenotype:0000081 | WBPhenotype:0000082 | WBPhenotype:0000166 | WBPhenotype:0000202 | WBPhenotype:0000229 | WBPhenotype:0000638 | WBPhenotype:0000640 | WBPhenotype:0000643 | WBPhenotype:0000644 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000697 | WBPhenotype:0001405	Observed: [WBPhenotype:0000031] GRO slow growth: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000054] LVL larval lethal: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000070] MAB male tail morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000081] L1 arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000082] L2 arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000166] seam cell fusion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000202] alae variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000229] small: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000638] MLT molt defect: experiments=3,primary=3,specific=2,observed=3 | Observed: [WBPhenotype:0000640] EGL egg laying variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=3,primary=3,specific=2,observed=3 | Observed: [WBPhenotype:0000644] PRL paralyzed: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000688] STE sterile: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=1,primary=1,specific=1,observed=1	C42D8.5a	C42D8.5
WBGene00000039	acn-1	WBPhenotype:0000031 | WBPhenotype:0000054 | WBPhenotype:0000059 | WBPhenotype:0000070 | WBPhenotype:0000081 | WBPhenotype:0000082 | WBPhenotype:0000166 | WBPhenotype:0000202 | WBPhenotype:0000229 | WBPhenotype:0000638 | WBPhenotype:0000640 | WBPhenotype:0000643 | WBPhenotype:0000644 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000697 | WBPhenotype:0001405	Observed: [WBPhenotype:0000031] GRO slow growth: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000054] LVL larval lethal: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000070] MAB male tail morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000081] L1 arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000082] L2 arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000166] seam cell fusion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000202] alae variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000229] small: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000638] MLT molt defect: experiments=3,primary=3,specific=2,observed=3 | Observed: [WBPhenotype:0000640] EGL egg laying variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=3,primary=3,specific=2,observed=3 | Observed: [WBPhenotype:0000644] PRL paralyzed: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000688] STE sterile: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=1,primary=1,specific=1,observed=1	C42D8.5b	C42D8.5
WBGene00000040	aco-1			ZK455.1	ZK455.1
WBGene00000041	aco-2	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000061 | WBPhenotype:0000126 | WBPhenotype:0000643 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000745 | WBPhenotype:0001208 | WBPhenotype:0001236 | WBPhenotype:0001595	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=3,primary=3,specific=3,observed=3 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000061] AGE extended life span: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000126] EMB general pace of development defective early emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000745] transposon silencing variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001208] RNAi resistant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001236] transgene expression increased: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001595] somatic transgene silencing variant: experiments=1,primary=1,specific=1,observed=1	F54H12.1a	F54H12.1
WBGene00000041	aco-2	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000061 | WBPhenotype:0000126 | WBPhenotype:0000643 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000745 | WBPhenotype:0001208 | WBPhenotype:0001236 | WBPhenotype:0001595	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=3,primary=3,specific=3,observed=3 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000061] AGE extended life span: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000126] EMB general pace of development defective early emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000745] transposon silencing variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001208] RNAi resistant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001236] transgene expression increased: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001595] somatic transgene silencing variant: experiments=1,primary=1,specific=1,observed=1	F54H12.1b	F54H12.1
WBGene00000041	aco-2	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000061 | WBPhenotype:0000126 | WBPhenotype:0000643 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000745 | WBPhenotype:0001208 | WBPhenotype:0001236 | WBPhenotype:0001595	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=3,primary=3,specific=3,observed=3 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000061] AGE extended life span: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000126] EMB general pace of development defective early emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000745] transposon silencing variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001208] RNAi resistant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001236] transgene expression increased: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001595] somatic transgene silencing variant: experiments=1,primary=1,specific=1,observed=1	F54H12.1c	F54H12.1
WBGene00000042	acr-2			K11G12.2	K11G12.2
WBGene00000043	acr-3			K11G12.7	K11G12.7
WBGene00000044	acr-5			K03F8.2	K03F8.2
WBGene00000045	acr-6	WBPhenotype:0000050 | WBPhenotype:0000059	Not Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=4,primary=4,specific=3,observed=1 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=2,observed=1	ZK973.5	ZK973.5
WBGene00000046	acr-7			T09A5.3	T09A5.3
WBGene00000047	acr-8			ZC504.2	ZC504.2
WBGene00000048	acr-9			C40C9.2	C40C9.2
WBGene00000049	acr-10	WBPhenotype:0000643	Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=1,observed=1	R02E12.8	R02E12.8
WBGene00000050	acr-11			D2092.3	D2092.3
WBGene00000051	acr-12			R01E6.4	R01E6.4
WBGene00000053	acr-14	WBPhenotype:0000643	Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=1,observed=1	T05C12.2	T05C12.2
WBGene00000054	acr-15			F25G6.4	F25G6.4
WBGene00000055	acr-16	WBPhenotype:0000643	Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2	F25G6.3a	F25G6.3
WBGene00000055	acr-16	WBPhenotype:0000643	Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=2,primary=2,specific=2,observed=2	F25G6.3b	F25G6.3
WBGene00000056	acr-17			F53E10.2a	F53E10.2
WBGene00000056	acr-17			F53E10.2b	F53E10.2
WBGene00000057	acr-18			F28F8.1	F28F8.1
WBGene00000058	acr-19			C31H5.3a	C31H5.3
WBGene00000058	acr-19			C31H5.3b	C31H5.3
WBGene00000059	acr-20			R06A4.10a	R06A4.10
WBGene00000059	acr-20			R06A4.10b	R06A4.10
WBGene00000059	acr-20			R06A4.10c	R06A4.10
WBGene00000060	acr-21			F27B3.2	F27B3.2
WBGene00000061	lgc-11	WBPhenotype:0000679 | WBPhenotype:0001405	Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=1,primary=1,specific=1,observed=1	F48E3.7	F48E3.7
WBGene00000062	acr-23	WBPhenotype:0000050	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=2,primary=2,specific=2,observed=1	F59B1.9	F59B1.9
WBGene00000063	act-1	WBPhenotype:0000032 | WBPhenotype:0000050 | WBPhenotype:0000054 | WBPhenotype:0000059 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000748 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000032] SCK sick: experiments=1,primary=0,specific=0,observed=1 | Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0000054] LVL larval lethal: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=6,primary=4,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=4,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=15,primary=9,specific=0,observed=15 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=10,primary=6,specific=0,observed=10 | Observed: [WBPhenotype:0000748] EMB asymmetric cell division defective early emb: experiments=1,primary=0,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=4,primary=3,specific=0,observed=4 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=4,primary=3,specific=0,observed=4	T04C12.6	T04C12.6
WBGene00000064	act-2	WBPhenotype:0000032 | WBPhenotype:0000050 | WBPhenotype:0000054 | WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000164 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000643 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000748 | WBPhenotype:0000900 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000032] SCK sick: experiments=2,primary=1,specific=1,observed=2 | Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=6,primary=4,specific=1,observed=6 | Observed: [WBPhenotype:0000054] LVL larval lethal: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=3,primary=2,specific=1,observed=3 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000164] thin: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=6,primary=4,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=4,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=15,primary=9,specific=0,observed=15 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=11,primary=7,specific=1,observed=11 | Observed: [WBPhenotype:0000748] EMB asymmetric cell division defective early emb: experiments=1,primary=0,specific=0,observed=1 | Observed: [WBPhenotype:0000900] germ cell morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=4,primary=3,specific=0,observed=4 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=3,primary=3,specific=1,observed=3 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=4,primary=3,specific=0,observed=4	T04C12.5	T04C12.5
WBGene00000065	act-3	WBPhenotype:0000032 | WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000748 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425 | WBPhenotype:0001569	Observed: [WBPhenotype:0000032] SCK sick: experiments=1,primary=0,specific=0,observed=1 | Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=6,primary=4,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=4,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=15,primary=9,specific=0,observed=15 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=10,primary=6,specific=0,observed=10 | Observed: [WBPhenotype:0000748] EMB asymmetric cell division defective early emb: experiments=1,primary=0,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=4,primary=3,specific=0,observed=4 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=4,primary=3,specific=0,observed=4 | Observed: [WBPhenotype:0001569] body wall muscle myosin organization defective: experiments=1,primary=1,specific=0,observed=1	T04C12.4	T04C12.4
WBGene00000066	act-4	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000643 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000900 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=5,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=12,primary=6,specific=0,observed=12 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=8,primary=4,specific=0,observed=8 | Observed: [WBPhenotype:0000900] germ cell morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=3,primary=1,specific=0,observed=3	M03F4.2a	M03F4.2
WBGene00000066	act-4	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000643 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000900 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=5,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=12,primary=6,specific=0,observed=12 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=8,primary=4,specific=0,observed=8 | Observed: [WBPhenotype:0000900] germ cell morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=3,primary=1,specific=0,observed=3	M03F4.2b	M03F4.2
WBGene00000066	act-4	WBPhenotype:0000050 | WBPhenotype:0000059 | WBPhenotype:0000154 | WBPhenotype:0000195 | WBPhenotype:0000274 | WBPhenotype:0000643 | WBPhenotype:0000679 | WBPhenotype:0000688 | WBPhenotype:0000689 | WBPhenotype:0000697 | WBPhenotype:0000900 | WBPhenotype:0000961 | WBPhenotype:0001018 | WBPhenotype:0001405 | WBPhenotype:0001425	Observed: [WBPhenotype:0000050] EMB embryonic lethal: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000059] LVA larval arrest: experiments=2,primary=2,specific=1,observed=2 | Observed: [WBPhenotype:0000154] reduced brood size: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000195] distal tip cell migration variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000274] dead eggs laid: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0000643] UNC locomotion variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000679] transgene subcellular localization variant: experiments=5,primary=2,specific=0,observed=4 | Observed: [WBPhenotype:0000688] STE sterile: experiments=3,primary=2,specific=0,observed=3 | Observed: [WBPhenotype:0000689] STE maternal sterile: experiments=12,primary=6,specific=0,observed=12 | Observed: [WBPhenotype:0000697] PVL protruding vulva: experiments=8,primary=4,specific=0,observed=8 | Observed: [WBPhenotype:0000900] germ cell morphology variant: experiments=1,primary=1,specific=0,observed=1 | Observed: [WBPhenotype:0000961] pattern of transgene expression variant: experiments=3,primary=1,specific=0,observed=3 | Observed: [WBPhenotype:0001018] CYK cytokinesis variant emb: experiments=1,primary=1,specific=1,observed=1 | Observed: [WBPhenotype:0001405] protein aggregation variant: experiments=2,primary=1,specific=0,observed=2 | Observed: [WBPhenotype:0001425] receptor mediated endocytosis defective: experiments=3,primary=1,specific=0,observed=3	M03F4.2c	M03F4.2
